AIPlatformModel	aiplatform	apis/aiplatform/v1alpha1/aiplatformmodel_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_aiplatformmodels.aiplatform.cnrm.cloud.google.com.yaml
AnalyticsAccount	analytics	apis/analytics/v1alpha1/analyticsaccount_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_analyticsaccounts.analytics.cnrm.cloud.google.com.yaml
ApigeeRegistryAPI	apigeeregistry	apis/apigeeregistry/v1alpha1/apigeeregistryapi_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_apigeeregistryapis.apigeeregistry.cnrm.cloud.google.com.yaml
ApigeeRegistryInstance	apigeeregistry	apis/apigeeregistry/v1alpha1/apigeeregistryinstance_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_apigeeregistryinstances.apigeeregistry.cnrm.cloud.google.com.yaml
APIHubAPI	apihub	apis/apihub/v1alpha1/apihubapi_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_apihubapis.apihub.cnrm.cloud.google.com.yaml
APIHubDeployment	apihub	apis/apihub/v1alpha1/apihubdeployment_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_apihubdeployments.apihub.cnrm.cloud.google.com.yaml
APIHubExternalAPI	apihub	apis/apihub/v1alpha1/apihubexternalapi_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_apihubexternalapis.apihub.cnrm.cloud.google.com.yaml
APIHubInstance	apihub	apis/apihub/v1alpha1/apihubinstance_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_apihubinstances.apihub.cnrm.cloud.google.com.yaml
APIHubPlugin	apihub	apis/apihub/v1alpha1/apihubplugin_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_apihubplugins.apihub.cnrm.cloud.google.com.yaml
APIHubRuntimeProjectAttachment	apihub	apis/apihub/v1alpha1/apihubruntimeprojectattachment_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_apihubruntimeprojectattachments.apihub.cnrm.cloud.google.com.yaml
AppHubDiscoveredService	apphub	apis/apphub/v1alpha1/apphubdiscoveredservice_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_apphubdiscoveredservices.apphub.cnrm.cloud.google.com.yaml
AppHubDiscoveredWorkload	apphub	apis/apphub/v1alpha1/apphubdiscoveredworkload_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_apphubdiscoveredworkloads.apphub.cnrm.cloud.google.com.yaml
AppHubServiceProjectAttachment	apphub	apis/apphub/v1alpha1/apphubserviceprojectattachment_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_apphubserviceprojectattachments.apphub.cnrm.cloud.google.com.yaml
AppOptimizeReport	appoptimize	apis/appoptimize/v1alpha1/appoptimizereport_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_appoptimizereports.appoptimize.cnrm.cloud.google.com.yaml
AssuredWorkloadsWorkload	assuredworkloads	apis/assuredworkloads/v1alpha1/assuredworkloadsworkload_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_assuredworkloadsworkloads.assuredworkloads.cnrm.cloud.google.com.yaml
AutoMLDataset	automl	apis/automl/v1alpha1/automldataset_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_automldatasets.automl.cnrm.cloud.google.com.yaml
BackupDRManagementServer	backupdr	apis/backupdr/v1alpha1/backupdrmanagementserver_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_backupdrmanagementservers.backupdr.cnrm.cloud.google.com.yaml
BatchJob	batch	apis/batch/v1alpha1/batchjob_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_batchjobs.batch.cnrm.cloud.google.com.yaml
BatchTask	batch	apis/batch/v1alpha1/batchtask_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_batchtasks.batch.cnrm.cloud.google.com.yaml
BeyondCorpClientConnectorService	beyondcorp	apis/beyondcorp/v1alpha1/beyondcorpclientconnectorservice_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_beyondcorpclientconnectorservices.beyondcorp.cnrm.cloud.google.com.yaml
BeyondCorpClientGateway	beyondcorp	apis/beyondcorp/v1alpha1/beyondcorpclientgateway_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_beyondcorpclientgateways.beyondcorp.cnrm.cloud.google.com.yaml
BigLakeCatalog	bigquerybiglake	apis/bigquerybiglake/v1alpha1/biglakecatalog_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_biglakecatalogs.bigquerybiglake.cnrm.cloud.google.com.yaml
BigLakeDatabase	bigquerybiglake	apis/bigquerybiglake/v1alpha1/biglakedatabase_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_biglakedatabases.bigquerybiglake.cnrm.cloud.google.com.yaml
BigQueryDataPolicy	bigquerydatapolicy	apis/bigquerydatapolicy/v1alpha1/bigquerydatapolicy_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_bigquerydatapolicies.bigquerydatapolicy.cnrm.cloud.google.com.yaml
BigQueryMigrationMigrationWorkflow	bigquerymigration	apis/bigquerymigration/v1alpha1/bigquerymigrationmigrationworkflow_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_bigquerymigrationmigrationworkflows.bigquerymigration.cnrm.cloud.google.com.yaml
BigtableAuthorizedView	bigtable	apis/bigtable/v1alpha1/bigtableauthorizedview_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_bigtableauthorizedviews.bigtable.cnrm.cloud.google.com.yaml
BigtableBackup	bigtable	apis/bigtable/v1alpha1/bigtablebackup_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_bigtablebackups.bigtable.cnrm.cloud.google.com.yaml
BigtableCluster	bigtable	apis/bigtable/v1alpha1/bigtablecluster_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_bigtableclusters.bigtable.cnrm.cloud.google.com.yaml
BigtableLogicalView	bigtable	apis/bigtable/v1alpha1/bigtablelogicalview_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_bigtablelogicalviews.bigtable.cnrm.cloud.google.com.yaml
BigtableMaterializedView	bigtable	apis/bigtable/v1alpha1/bigtablematerializedview_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_bigtablematerializedviews.bigtable.cnrm.cloud.google.com.yaml
BillingAccount	billing	apis/billing/v1alpha1/billingaccount_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_billingaccounts.billing.cnrm.cloud.google.com.yaml
BlockchainNodeEngineBlockchainNode	blockchainnodeengine	apis/blockchainnodeengine/v1alpha1/blockchainnodeengineblockchainnode_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_blockchainnodeengineblockchainnodes.blockchainnodeengine.cnrm.cloud.google.com.yaml
CCInsightsConversation	contactcenterinsights	apis/contactcenterinsights/v1alpha1/ccinsightsconversation_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_ccinsightsconversations.contactcenterinsights.cnrm.cloud.google.com.yaml
CCInsightsIssueModel	contactcenterinsights	apis/contactcenterinsights/v1alpha1/ccinsightsissuemodel_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_ccinsightsissuemodels.contactcenterinsights.cnrm.cloud.google.com.yaml
CCInsightsPhraseMatcher	contactcenterinsights	apis/contactcenterinsights/v1alpha1/ccinsightsphrasematcher_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_ccinsightsphrasematchers.contactcenterinsights.cnrm.cloud.google.com.yaml
CCInsightsQAScorecard	contactcenterinsights	apis/contactcenterinsights/v1alpha1/ccinsightsqascorecard_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_ccinsightsqascorecards.contactcenterinsights.cnrm.cloud.google.com.yaml
CCInsightsView	contactcenterinsights	apis/contactcenterinsights/v1alpha1/ccinsightsview_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_ccinsightsviews.contactcenterinsights.cnrm.cloud.google.com.yaml
CertificateManagerCertificateIssuanceConfig	certificatemanager	apis/certificatemanager/v1alpha1/certificatemanagercertificateissuanceconfig_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_certificatemanagercertificateissuanceconfigs.certificatemanager.cnrm.cloud.google.com.yaml
CertificateManagerTrustConfig	certificatemanager	apis/certificatemanager/v1alpha1/certificatemanagertrustconfig_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_certificatemanagertrustconfigs.certificatemanager.cnrm.cloud.google.com.yaml
CESApp	ces	apis/ces/v1alpha1/cesapp_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_cesapps.ces.cnrm.cloud.google.com.yaml
CloudBatchResourceAllowance	batch	apis/batch/v1alpha1/cloudbatchresourceallowance_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_cloudbatchresourceallowances.batch.cnrm.cloud.google.com.yaml
CloudBuildConnection	cloudbuild	apis/cloudbuild/v1alpha1/cloudbuildconnection_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_cloudbuildconnections.cloudbuild.cnrm.cloud.google.com.yaml
CloudDeployAutomation	clouddeploy	apis/clouddeploy/v1alpha1/clouddeployautomation_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_clouddeployautomations.clouddeploy.cnrm.cloud.google.com.yaml
CloudDeployCustomTargetType	clouddeploy	apis/clouddeploy/v1alpha1/clouddeploycustomtargettype_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_clouddeploycustomtargettypes.clouddeploy.cnrm.cloud.google.com.yaml
CloudDeployDeployPolicy	clouddeploy	apis/clouddeploy/v1alpha1/clouddeploydeploypolicy_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_clouddeploydeploypolicies.clouddeploy.cnrm.cloud.google.com.yaml
CloudDeployTarget	clouddeploy	apis/clouddeploy/v1alpha1/clouddeploytarget_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_clouddeploytargets.clouddeploy.cnrm.cloud.google.com.yaml
CloudDMSConversionWorkspace	clouddms	apis/clouddms/v1alpha1/clouddmsconversionworkspace_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_clouddmsconversionworkspaces.clouddms.cnrm.cloud.google.com.yaml
CloudDMSMigrationJob	clouddms	apis/clouddms/v1alpha1/clouddmsmigrationjob_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_clouddmsmigrationjobs.clouddms.cnrm.cloud.google.com.yaml
CloudDMSPrivateConnection	clouddms	apis/clouddms/v1alpha1/clouddmsprivateconnection_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_clouddmsprivateconnections.clouddms.cnrm.cloud.google.com.yaml
CloudSecurityComplianceCloudControl	cloudsecuritycompliance	apis/cloudsecuritycompliance/v1alpha1/cloudsecuritycompliancecloudcontrol_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_cloudsecuritycompliancecloudcontrols.cloudsecuritycompliance.cnrm.cloud.google.com.yaml
CloudSecurityComplianceFramework	cloudsecuritycompliance	apis/cloudsecuritycompliance/v1alpha1/cloudsecuritycomplianceframework_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_cloudsecuritycomplianceframeworks.cloudsecuritycompliance.cnrm.cloud.google.com.yaml
CloudSecurityFramework	cloudsecuritycompliance	apis/cloudsecuritycompliance/v1alpha1/cloudsecurityframework_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_cloudsecurityframeworks.cloudsecuritycompliance.cnrm.cloud.google.com.yaml
CloudTalentSolutionCompany	cloudtalentsolution	apis/cloudtalentsolution/v1alpha1/cloudtalentsolutioncompany_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_cloudtalentsolutioncompanies.cloudtalentsolution.cnrm.cloud.google.com.yaml
ComputeFutureReservation	compute	apis/compute/v1alpha1/computefuturereservation_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_computefuturereservations.compute.cnrm.cloud.google.com.yaml
ComputeInterconnect	compute	apis/compute/v1alpha1/computeinterconnect_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_computeinterconnects.compute.cnrm.cloud.google.com.yaml
ComputeNetworkAttachment	compute	apis/compute/v1alpha1/computenetworkattachment_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_computenetworkattachments.compute.cnrm.cloud.google.com.yaml
ComputeNetworkEdgeSecurityService	compute	apis/compute/v1alpha1/computenetworkedgesecurityservice_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_computenetworkedgesecurityservices.compute.cnrm.cloud.google.com.yaml
ConfigDeliveryFleetPackage	configdelivery	apis/configdelivery/v1alpha1/configdeliveryfleetpackage_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_configdeliveryfleetpackages.configdelivery.cnrm.cloud.google.com.yaml
ConfigDeliveryResourceBundle	configdelivery	apis/configdelivery/v1alpha1/configdeliveryresourcebundle_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_configdeliveryresourcebundles.configdelivery.cnrm.cloud.google.com.yaml
ConfigDeploymentGroup	configdeployment	apis/configdeployment/v1alpha1/configdeploymentgroup_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_configdeploymentgroups.configdeployment.cnrm.cloud.google.com.yaml
ConnectorsConnection	connectors	apis/connectors/v1alpha1/connectorsconnection_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_connectorsconnections.connectors.cnrm.cloud.google.com.yaml
ContentWarehouseDocument	contentwarehouse	apis/contentwarehouse/v1alpha1/contentwarehousedocument_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_contentwarehousedocuments.contentwarehouse.cnrm.cloud.google.com.yaml
ContentWarehouseRuleSet	contentwarehouse	apis/contentwarehouse/v1alpha1/contentwarehouseruleset_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_contentwarehouserulesets.contentwarehouse.cnrm.cloud.google.com.yaml
ContentWarehouseSchema	contentwarehouse	apis/contentwarehouse/v1alpha1/contentwarehouseschema_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_contentwarehouseschemas.contentwarehouse.cnrm.cloud.google.com.yaml
ContentWarehouseSynonymSet	contentwarehouse	apis/contentwarehouse/v1alpha1/contentwarehousesynonymset_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_contentwarehousesynonymsets.contentwarehouse.cnrm.cloud.google.com.yaml
DatabaseMigrationConversionWorkspace	datamigration	apis/datamigration/v1alpha1/databasemigrationconversionworkspace_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_databasemigrationconversionworkspaces.datamigration.cnrm.cloud.google.com.yaml
DatabaseMigrationMigrationJob	datamigration	apis/datamigration/v1alpha1/databasemigrationmigrationjob_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_databasemigrationmigrationjobs.datamigration.cnrm.cloud.google.com.yaml
DatabaseMigrationPrivateConnection	datamigration	apis/datamigration/v1alpha1/databasemigrationprivateconnection_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_databasemigrationprivateconnections.datamigration.cnrm.cloud.google.com.yaml
DataCatalogEntry	datacatalog	apis/datacatalog/v1alpha1/datacatalogentry_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_datacatalogentries.datacatalog.cnrm.cloud.google.com.yaml
DataCatalogEntryGroup	datacatalog	apis/datacatalog/v1alpha1/datacatalogentrygroup_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_datacatalogentrygroups.datacatalog.cnrm.cloud.google.com.yaml
DataCatalogTag	datacatalog	apis/datacatalog/v1alpha1/datacatalogtag_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_datacatalogtags.datacatalog.cnrm.cloud.google.com.yaml
DataCatalogTagTemplate	datacatalog	apis/datacatalog/v1alpha1/datacatalogtagtemplate_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_datacatalogtagtemplates.datacatalog.cnrm.cloud.google.com.yaml
DataformFolder	dataform	apis/dataform/v1alpha1/dataformfolder_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_dataformfolders.dataform.cnrm.cloud.google.com.yaml
DataformTeamFolder	dataform	apis/dataform/v1alpha1/dataformteamfolder_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_dataformteamfolders.dataform.cnrm.cloud.google.com.yaml
DataLabelingAnnotationSpecSet	datalabeling	apis/datalabeling/v1alpha1/datalabelingannotationspecset_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_datalabelingannotationspecsets.datalabeling.cnrm.cloud.google.com.yaml
DataLabelingDataset	datalabeling	apis/datalabeling/v1alpha1/datalabelingdataset_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_datalabelingdatasets.datalabeling.cnrm.cloud.google.com.yaml
DataLabelingEvaluationJob	datalabeling	apis/datalabeling/v1alpha1/datalabelingevaluationjob_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_datalabelingevaluationjobs.datalabeling.cnrm.cloud.google.com.yaml
DataLabelingInstruction	datalabeling	apis/datalabeling/v1alpha1/datalabelinginstruction_types.go	config/crds/resources/apiextensions.k8s.io_v1_customresourcedefinition_datalabelinginstructions.datalabeling.cnrm.cloud.google.com.yaml
