ConnectorsConnection	connectors.cnrm.cloud.google.com	v1alpha1	absent-from-static-config	apiextensions.k8s.io_v1_customresourcedefinition_connectorsconnections.connectors.cnrm.cloud.google.com.yaml
ContentWarehouseDocument	contentwarehouse.cnrm.cloud.google.com	v1alpha1	absent-from-static-config	apiextensions.k8s.io_v1_customresourcedefinition_contentwarehousedocuments.contentwarehouse.cnrm.cloud.google.com.yaml
ContentWarehouseRuleSet	contentwarehouse.cnrm.cloud.google.com	v1alpha1	absent-from-static-config	apiextensions.k8s.io_v1_customresourcedefinition_contentwarehouserulesets.contentwarehouse.cnrm.cloud.google.com.yaml
ContentWarehouseSchema	contentwarehouse.cnrm.cloud.google.com	v1alpha1	absent-from-static-config	apiextensions.k8s.io_v1_customresourcedefinition_contentwarehouseschemas.contentwarehouse.cnrm.cloud.google.com.yaml
ContentWarehouseSynonymSet	contentwarehouse.cnrm.cloud.google.com	v1alpha1	absent-from-static-config	apiextensions.k8s.io_v1_customresourcedefinition_contentwarehousesynonymsets.contentwarehouse.cnrm.cloud.google.com.yaml
DatabaseMigrationConversionWorkspace	datamigration.cnrm.cloud.google.com	v1alpha1	direct-only	apiextensions.k8s.io_v1_customresourcedefinition_databasemigrationconversionworkspaces.datamigration.cnrm.cloud.google.com.yaml
DatabaseMigrationMigrationJob	datamigration.cnrm.cloud.google.com	v1alpha1	direct-only	apiextensions.k8s.io_v1_customresourcedefinition_databasemigrationmigrationjobs.datamigration.cnrm.cloud.google.com.yaml
DatabaseMigrationPrivateConnection	datamigration.cnrm.cloud.google.com	v1alpha1	absent-from-static-config	apiextensions.k8s.io_v1_customresourcedefinition_databasemigrationprivateconnections.datamigration.cnrm.cloud.google.com.yaml
DataCatalogEntry	datacatalog.cnrm.cloud.google.com	v1alpha1	direct-only	apiextensions.k8s.io_v1_customresourcedefinition_datacatalogentries.datacatalog.cnrm.cloud.google.com.yaml
DataCatalogEntryGroup	datacatalog.cnrm.cloud.google.com	v1alpha1	direct-only	apiextensions.k8s.io_v1_customresourcedefinition_datacatalogentrygroups.datacatalog.cnrm.cloud.google.com.yaml
DataCatalogTag	datacatalog.cnrm.cloud.google.com	v1alpha1	direct-only	apiextensions.k8s.io_v1_customresourcedefinition_datacatalogtags.datacatalog.cnrm.cloud.google.com.yaml
DataCatalogTagTemplate	datacatalog.cnrm.cloud.google.com	v1alpha1	direct-only	apiextensions.k8s.io_v1_customresourcedefinition_datacatalogtagtemplates.datacatalog.cnrm.cloud.google.com.yaml
DataformFolder	dataform.cnrm.cloud.google.com	v1alpha1	absent-from-static-config	apiextensions.k8s.io_v1_customresourcedefinition_dataformfolders.dataform.cnrm.cloud.google.com.yaml
DataformRepository	dataform.cnrm.cloud.google.com	v1alpha1,v1beta1	direct-only	apiextensions.k8s.io_v1_customresourcedefinition_dataformrepositories.dataform.cnrm.cloud.google.com.yaml
DataformTeamFolder	dataform.cnrm.cloud.google.com	v1alpha1	direct-only	apiextensions.k8s.io_v1_customresourcedefinition_dataformteamfolders.dataform.cnrm.cloud.google.com.yaml
DataLabelingAnnotationSpecSet	datalabeling.cnrm.cloud.google.com	v1alpha1	absent-from-static-config	apiextensions.k8s.io_v1_customresourcedefinition_datalabelingannotationspecsets.datalabeling.cnrm.cloud.google.com.yaml
DataLabelingDataset	datalabeling.cnrm.cloud.google.com	v1alpha1	absent-from-static-config	apiextensions.k8s.io_v1_customresourcedefinition_datalabelingdatasets.datalabeling.cnrm.cloud.google.com.yaml
DataLabelingEvaluationJob	datalabeling.cnrm.cloud.google.com	v1alpha1	absent-from-static-config	apiextensions.k8s.io_v1_customresourcedefinition_datalabelingevaluationjobs.datalabeling.cnrm.cloud.google.com.yaml
DataLabelingInstruction	datalabeling.cnrm.cloud.google.com	v1alpha1	direct-only	apiextensions.k8s.io_v1_customresourcedefinition_datalabelinginstructions.datalabeling.cnrm.cloud.google.com.yaml
DataLineageProcess	datalineage.cnrm.cloud.google.com	v1alpha1	absent-from-static-config	apiextensions.k8s.io_v1_customresourcedefinition_datalineageprocesses.datalineage.cnrm.cloud.google.com.yaml
DataplexAspectType	dataplex.cnrm.cloud.google.com	v1alpha1	absent-from-static-config	apiextensions.k8s.io_v1_customresourcedefinition_dataplexaspecttypes.dataplex.cnrm.cloud.google.com.yaml
